PCE,VOC,JSC,FF
6.19,629.0,15.37,0.6402
5.66,774.0,9.96,0.7343999999999999
6.14,760.0,11.35,0.7116
4.24,713.0,8.37,0.7106
7.15,755.4,12.84,0.737
5.15,650.0,11.48,0.7
6.28,760.0,12.3,0.76
7.14,781.0,13.3,0.72
4.92,640.0,12.18,0.63
5.08,650.0,12.43,0.63
5.37,660.0,13.44,0.6
3.61,630.0,9.65,0.6
3.99,630.0,10.63,0.6
3.97,650.0,11.14,0.55
5.36,660.0,12.83,0.64
5.28,660.0,12.56,0.63
5.17,650.0,13.17,0.6
8.37,830.0,14.61,0.6901
8.06,797.0,14.39,0.7027
4.37,680.0,10.3,0.62
6.57,756.0,12.75,0.6816
6.48,720.0,13.21,0.6808
6.39,692.0,13.56,0.6808
4.58,650.0,11.43,0.62
5.14,650.0,13.86,0.57
5.25,690.0,15.36,0.5
6.17,660.0,16.26,0.58
5.55,660.0,13.07,0.65
7.1,838.0,12.52,0.6768
4.6,680.0,11.24,0.6
7.08,740.0,16.81,0.57
6.12,710.0,14.28,0.6
3.74,580.0,11.88,0.54
6.78,766.0,11.7,0.756
2.91,678.0,5.39,0.797
4.86,642.0,10.6,0.714
4.5,608.0,10.05,0.736
7.03,720.0,12.96,0.753
6.82,677.0,13.37,0.753
3.93,648.0,8.15,0.744
5.66,599.0,13.07,0.723
5.73,702.0,10.39,0.785
4.3,694.0,7.72,0.803
5.14,726.0,8.78,0.807
6.78,766.0,11.7,0.756
3.4,670.0,7.13,0.71
6.6,770.0,11.25,0.76
4.11,571.0,10.4,0.69
4.36,595.0,10.5,0.7
2.3,605.0,5.46,0.7
3.6,603.0,8.73,0.69
1.19,740.0,2.63,0.61
0.96,630.0,2.55,0.6
5.34,660.0,11.9,0.68
3.1,643.0,6.6,0.738
3.8,662.0,7.9,0.728
3.8,670.0,7.6,0.751
3.6,673.0,7.2,0.749
5.6,681.0,11.3,0.732
4.2,660.0,8.6,0.727
3.9,666.0,8.1,0.731
3.31,700.0,6.37,0.74
4.01,710.0,7.52,0.75
8.01,750.0,14.0,0.77
3.1,640.0,8.23,0.6
4.6,680.0,10.77,0.63
5.6,690.0,14.33,0.56
5.4,680.0,12.55,0.63
5.8,670.0,13.97,0.62
4.4,610.0,12.66,0.56
4.9,640.0,13.7,0.56
6.2,650.0,14.6,0.66
5.66,600.0,14.1,0.67
5.89,690.0,13.1,0.65
6.01,680.0,13.2,0.67
2.98,625.0,6.85,0.7
7.2,764.0,12.2,0.77
8.01,753.0,14.0,0.77
5.9,672.0,11.9,0.731
4.92,650.0,10.99,0.69
4.7,690.0,10.56,0.65
3.01,618.0,7.52,0.65
5.98,642.0,14.1,0.66
6.13,650.0,14.8,0.64
7.06,845.0,12.3,0.68
6.77,830.0,12.0,0.68
7.8,754.0,15.0,0.69
5.43,650.0,12.3,0.68
4.37,465.0,14.32,0.66
4.54,500.0,13.08,0.69
3.13,405.0,11.86,0.65
5.29,640.0,11.04,0.749
4.7,660.0,10.2,0.698
4.2,620.0,10.44,0.649
5.83,650.0,12.69,0.707
2.0,494.0,5.8,0.7
1.6,497.0,4.54,0.69
3.2,509.0,9.3,0.68
8.33,870.0,14.3,0.67
6.52,780.0,12.5,0.67
7.61,830.0,13.9,0.66
7.47,839.0,13.5,0.66
7.12,830.0,13.0,0.66
8.59,855.0,15.0,0.67
7.2,900.0,12.0,0.69
9.69,920.0,15.5,0.68
4.92,660.0,11.02,0.68
5.15,660.0,11.69,0.67
4.98,660.0,11.12,0.68
7.63,621.0,14.9,0.7
4.66,670.0,10.67,0.65
4.12,740.0,7.95,0.7
4.74,674.0,10.89,0.65
4.83,670.0,11.04,0.65
4.78,690.0,10.56,0.66
5.08,690.0,11.33,0.65
5.22,710.0,11.29,0.65
4.52,672.0,9.97,0.67
4.94,664.0,11.5,0.65
5.01,676.0,10.88,0.68
4.2,680.0,9.44,0.66
5.04,700.0,10.75,0.67
4.13,688.0,9.27,0.65
4.96,620.0,11.77,0.68
4.07,673.0,9.33,0.65
4.44,692.0,10.65,0.6
3.33,680.0,6.8,0.72
3.58,432.0,12.0,0.69
4.2,462.0,14.19,0.64
6.1,762.0,10.6,0.75
5.19,619.0,14.3,0.587
3.62,610.0,8.89,0.67
6.2,741.0,11.4,0.74
4.9,704.0,8.8,0.78
5.5,724.0,10.0,0.75
5.1,701.0,10.5,0.7
4.5,665.0,9.1,0.74
2.93,640.0,6.4,0.72
2.47,596.0,6.1,0.68
2.86,609.0,7.3,0.64
3.01,656.0,7.1,0.65
4.82,652.0,11.5,0.64
1.7,570.0,4.4,0.67
5.6,700.0,11.7,0.68
4.9,720.0,12.9,0.53
4.3,630.0,11.9,0.57
5.2,680.0,12.0,0.64
6.05,735.0,11.34,0.73
5.17,614.0,11.81,0.72
5.5,724.0,10.01,0.75
4.0,750.0,8.22,0.65
5.78,660.0,12.96,0.68
5.86,630.0,13.38,0.7
4.71,565.0,11.71,0.71
5.45,752.0,10.13,0.75
5.48,706.0,10.52,0.74
5.55,728.0,10.51,0.73
5.31,731.0,10.65,0.6818
4.7,758.0,9.4,0.6645
5.0,710.0,12.6,0.57
6.24,770.0,10.41,0.78
4.9,704.0,8.85,0.78
4.49,665.0,9.08,0.74
3.1,600.0,7.39,0.7
0.56,450.0,1.77,0.7
4.02,610.0,9.71,0.68
6.29,690.0,12.48,0.73
7.91,710.0,14.86,0.75
3.52,730.0,7.19,0.67
4.1,700.0,8.88,0.66
5.12,700.0,10.89,0.67
5.0,600.0,11.2,0.75
4.25,770.0,8.5,0.65
5.19,697.0,11.3,0.66
8.0,734.0,14.33,0.76
7.0,676.0,14.06,0.74
7.74,790.0,15.35,0.64
8.04,788.0,11.87,0.68
7.6,778.0,8.74,0.71
7.4,768.0,6.73,0.72
7.89,752.0,4.54,0.73
6.79,700.0,1.31,0.74
5.44,770.0,12.41,0.5719
6.67,670.0,13.5,0.72
4.01,640.0,9.21,0.68
4.32,670.0,9.38,0.7
5.28,660.0,11.35,0.72
4.38,640.0,9.75,0.69
3.81,620.0,9.74,0.63
4.85,600.0,12.13,0.67
5.05,680.0,11.62,0.71
6.15,695.0,12.21,0.72
6.97,915.0,11.2,0.68
2.95,765.0,5.6,0.69
9.02,867.0,15.3,0.68
4.3,760.0,7.97,0.71
7.44,830.0,13.0,0.69
7.57,883.0,12.8,0.67
6.86,721.0,14.2,0.67
4.79,738.0,9.4,0.69
5.32,626.0,12.5,0.68
8.32,827.0,14.8,0.68
7.2,670.0,15.8,0.68
5.59,783.0,10.2,0.7
6.27,658.0,13.8,0.69
4.03,648.0,9.49,0.66
5.49,651.0,12.97,0.65
7.23,667.0,16.73,0.65
3.65,604.0,8.37,0.72
5.32,621.0,12.26,0.7
6.29,647.0,14.19,0.69
5.36,690.0,10.81,0.72
3.79,800.0,8.0,0.75
7.01,630.0,16.94,0.66
3.34,640.0,7.4,0.71
2.6,610.0,7.1,0.59
5.22,660.0,11.19,0.7
5.19,670.0,11.2,0.69
4.58,680.0,9.99,0.68
4.73,670.0,10.84,0.65
6.31,710.0,13.0,0.69
4.71,671.0,10.48,0.67
5.06,695.0,10.78,0.68
6.24,769.0,13.7,0.59
7.67,692.0,16.3,0.68
4.9,690.0,9.5,0.75
3.91,633.0,8.96,0.69
7.21,699.0,14.99,0.69
2.05,572.0,6.11,0.585
3.34,587.0,7.89,0.722
10.21,810.0,17.54,0.72
9.02,780.0,16.86,0.69
7.6,780.0,15.54,0.62
9.83,800.0,16.97,0.72
9.37,800.0,16.4,0.71
9.13,810.0,15.98,0.7
8.12,810.0,15.39,0.65
11.18,811.0,18.79,0.7331
4.52,650.0,8.2,0.85
4.4,640.0,9.21,0.75
4.99,700.0,9.17,0.78
4.19,582.0,10.6,0.68
2.6,580.0,7.3,0.62
8.26,900.0,13.5,0.68
6.37,741.0,13.11,0.65
4.03,662.0,9.31,0.65
4.01,655.0,9.01,0.68
6.78,721.0,14.51,0.65
7.12,685.0,17.61,0.59
6.0,710.0,11.75,0.72
5.75,707.0,11.71,0.69
3.49,601.0,7.83,0.74
2.94,619.0,6.68,0.71
3.5,631.0,7.47,0.74
2.66,615.0,6.46,0.67
6.45,702.0,14.28,0.64
5.8,698.0,12.63,0.66
6.94,658.0,16.47,0.64
5.71,648.0,12.89,0.68
6.25,765.0,11.85,0.69
5.06,700.0,10.35,0.69
3.38,620.0,7.38,0.74
2.6,730.0,4.82,0.74
4.4,610.0,10.5,0.68
6.21,752.0,10.46,0.785
7.09,742.0,12.79,0.7467
7.4,694.0,14.38,0.7429
5.0,564.0,12.4,0.68
3.7,555.0,8.4,0.76
5.5,609.0,12.0,0.72
6.6,679.0,12.5,0.75
3.8,558.0,8.7,0.75
7.5,612.0,17.6,0.67
8.5,598.0,9.7,0.71
10.4,568.0,2.4,0.75
7.7,606.0,14.8,0.68
9.0,591.0,6.7,0.73
8.6,621.0,18.9,0.69
7.67,680.0,15.6,0.73
8.31,690.0,16.9,0.71
8.6,720.0,17.0,0.7
5.05,790.0,8.7,0.74
2.38,500.0,7.53,0.63
6.56,760.0,12.2,0.71
3.59,694.0,7.44,0.697
4.35,704.0,8.61,0.717
3.79,704.0,7.69,0.701
2.96,734.0,5.57,0.725
3.59,694.0,7.44,0.697
4.2,590.0,10.1,0.71
1.8,618.0,3.7,0.75
3.01,736.0,5.81,0.706
3.81,725.0,7.54,0.698
2.96,734.0,5.57,0.725
2.24,685.0,4.68,0.7
2.64,729.0,5.09,0.711
1.15,580.0,3.15,0.632
4.4,731.0,10.0,0.584
4.11,630.0,8.6,0.75
1.51,510.0,5.33,0.55
3.36,640.0,7.99,0.66
2.02,530.0,6.26,0.61
2.28,640.0,4.96,0.72
4.83,680.0,9.99,0.71
5.81,750.0,11.36,0.68
5.52,708.2,12.03,0.65
6.81,738.1,14.01,0.66
6.36,796.0,10.91,0.74
6.29,728.0,12.16,0.71
8.65,828.0,14.11,0.74
7.17,765.0,12.34,0.76
2.78,623.0,5.71,0.78
5.31,537.0,15.49,0.64
4.22,660.0,9.03,0.71
2.2,640.0,6.5,0.52
3.4,600.0,7.9,0.72
3.3,640.0,7.6,0.68
4.88,633.0,11.19,0.688
4.76,680.0,9.93,0.71
5.04,700.0,10.13,0.71
5.81,750.0,11.01,0.71
4.53,580.0,11.88,0.66
4.77,630.0,10.98,0.69
4.9,580.0,14.12,0.6
6.14,670.0,14.21,0.64
0.86,625.0,2.59,0.53
4.95,664.0,10.79,0.691
3.62,590.0,9.69,0.63
3.9,700.0,10.2,0.55
6.3,760.0,15.6,0.59
5.68,827.0,9.43,0.728
4.35,840.0,7.56,0.685
6.42,877.0,9.84,0.743
3.93,850.0,6.08,0.76
4.48,875.0,6.67,0.77
1.35,755.0,3.45,0.524
5.15,638.0,11.68,0.696
3.88,632.0,8.99,0.683
3.62,635.0,8.33,0.685
7.69,670.0,15.23,0.758
6.23,640.0,12.72,0.767
5.18,744.0,9.2,0.7559
7.12,653.0,14.7,0.7417
8.2,710.0,17.83,0.65
5.76,736.0,11.5,0.68
5.42,660.0,10.56,0.774
8.67,880.0,14.5,0.68
5.67,669.5,11.51,0.7314
7.0,731.8,13.26,0.723
2.98,625.0,6.85,0.7
4.71,565.0,11.71,0.71
4.65,763.0,8.8,0.69
4.26,730.0,8.51,0.69
4.55,740.0,8.62,0.71
5.15,770.0,9.69,0.7
4.39,720.0,9.17,0.66
3.95,690.0,8.65,0.66
3.97,720.0,8.02,0.69
4.2,700.0,9.28,0.65
4.24,740.0,8.8,0.65
3.83,690.0,7.88,0.7
7.1,653.0,14.5,0.742
8.0,678.0,16.0,0.732
3.53,618.0,8.19,0.697
2.8,609.0,6.4,0.717
1.99,555.0,5.06,0.709
2.86,664.0,5.85,0.738
3.09,627.0,6.89,0.715
1.3,618.0,2.85,0.724
0.77,593.0,1.02,0.78
3.23,637.0,6.81,0.732
3.08,600.0,7.61,0.662
4.7,670.0,11.43,0.62
6.65,700.0,14.39,0.66
2.79,670.0,5.88,0.71
3.11,670.0,6.6,0.7
6.73,723.0,13.5,0.69
4.62,730.0,9.4,0.67
5.11,750.0,9.78,0.69
3.08,650.0,6.68,0.71
2.85,630.0,6.15,0.74
6.27,709.0,13.2,0.67
4.49,584.0,12.7,0.605
3.39,465.0,12.3,0.593
5.46,642.0,14.5,0.586
5.0,628.0,12.06,0.65
7.53,686.0,16.63,0.64
7.2,685.0,16.36,0.63
9.05,707.0,18.55,0.67
8.55,653.0,18.19,0.72
8.07,664.0,17.01,0.71
8.43,784.0,13.02,0.66
8.22,774.0,9.87,0.68
7.5,760.0,7.27,0.68
8.59,748.0,5.23,0.7
7.26,693.0,1.48,0.71
6.84,649.0,15.89,0.66
2.4,640.0,5.28,0.69
8.13,693.0,16.48,0.71
3.85,723.0,10.3,0.517
4.62,722.0,11.2,0.571
6.04,750.0,10.91,0.74
4.23,720.0,8.16,0.72
9.69,830.0,16.16,0.7209
8.2,773.0,14.74,0.7186
4.32,707.0,8.67,0.7045
6.53,735.0,13.4,0.66
6.25,739.0,12.8,0.66
3.47,580.0,9.2,0.65
3.09,583.0,8.0,0.66
4.01,660.0,8.98,0.68
4.69,600.0,12.07,0.64
5.19,620.0,12.22,0.69
4.74,733.0,9.68,0.65
4.81,764.0,11.73,0.54
4.49,711.0,9.11,0.66
4.57,721.0,9.82,0.67
6.45,752.0,12.53,0.66
6.69,774.0,14.21,0.65
6.02,755.0,11.32,0.69
6.11,743.0,11.54,0.7
5.31,731.0,10.65,0.6818
4.7,758.0,9.4,0.6645
5.44,770.0,12.41,0.5719
5.9,698.0,12.79,0.66
4.76,557.0,13.95,0.61
2.9,604.0,6.73,0.71
1.29,616.0,2.81,0.74
7.5,653.0,17.85,0.64
7.8,663.0,17.19,0.69
3.05,570.0,7.65,0.7
5.42,650.0,12.84,0.65
4.88,670.0,10.88,0.67
7.81,663.0,17.19,0.69
6.57,625.0,17.41,0.6
5.39,667.0,12.61,0.64
6.41,672.0,14.69,0.65
7.19,681.0,17.29,0.61
6.55,706.0,13.04,0.71
6.09,690.0,12.89,0.69
7.49,653.0,17.85,0.64
1.97,590.0,5.3,0.63
5.28,660.0,11.77,0.68
5.54,650.0,12.36,0.69
5.94,667.0,13.29,0.67
5.81,671.0,13.26,0.65
5.72,659.0,12.4,0.709
8.08,746.0,16.17,0.67
7.21,763.0,14.07,0.671
5.79,728.0,10.81,0.736
6.94,661.0,14.49,0.723
9.02,751.0,17.05,0.706
8.24,809.0,14.0,0.7271
5.9,667.0,13.29,0.67
8.19,767.0,15.11,0.707
6.67,731.0,12.22,0.745
7.88,670.0,17.82,0.67
6.35,660.0,14.33,0.66
6.14,680.0,13.48,0.68
4.59,620.0,9.98,0.74
3.46,598.0,7.84,0.74
4.99,628.0,10.82,0.73
4.11,687.0,8.59,0.69
6.72,734.0,13.21,0.69
4.8,722.0,10.0,0.66
4.9,687.0,10.9,0.65
5.4,708.0,11.7,0.66
5.05,641.0,10.9,0.725
5.01,616.0,5.45,0.745
4.75,558.0,1.1,0.766
4.51,662.0,9.65,0.706
4.5,640.0,4.84,0.726
4.3,584.0,0.99,0.736
2.9,690.0,5.99,0.69
3.82,670.0,8.32,0.68
4.99,660.0,10.9,0.69
3.33,585.0,7.87,0.72
7.82,745.0,15.21,0.69
6.19,825.0,11.03,0.68
7.41,805.0,13.34,0.69
6.93,721.0,13.92,0.69
8.01,817.0,14.02,0.7
8.11,810.0,14.33,0.7
6.79,679.0,14.51,0.69
5.34,690.0,10.5,0.73
6.89,730.0,13.26,0.71
7.02,700.0,14.26,0.7
4.77,600.0,13.47,0.59
4.79,570.0,14.2,0.6
6.16,610.0,18.14,0.56
6.18,640.0,16.79,0.58
4.8,580.0,12.93,0.64
5.25,600.0,13.54,0.64
6.9,670.0,16.48,0.64
5.7,620.0,13.4,0.62
6.15,630.0,16.0,0.63
2.1,410.0,8.8,0.57
1.4,410.0,6.2,0.55
2.1,430.0,9.0,0.54
4.98,658.0,12.7,0.6
5.29,638.0,13.3,0.63
4.22,678.0,10.1,0.61
4.97,646.0,12.5,0.62
6.11,753.0,11.2,0.725
5.04,750.0,9.42,0.713
5.94,744.0,11.1,0.719
6.05,710.0,12.27,0.695
5.99,716.0,11.51,0.727
5.88,727.0,11.46,0.705
4.65,672.0,9.63,0.719
5.01,657.0,12.43,0.614
4.9,650.0,10.6,0.71
0.9,548.0,2.37,0.7
1.21,512.0,3.72,0.63
1.63,547.0,4.31,0.692
2.47,617.0,5.48,0.73
3.78,634.0,8.27,0.72
4.09,645.0,8.82,0.72
0.95,470.0,3.26,0.62
0.83,520.0,2.62,0.61
1.1,490.0,3.56,0.63
0.94,540.0,2.73,0.63
0.88,490.0,3.0,0.6
1.28,520.0,3.87,0.64
5.65,770.0,10.04,0.73
5.19,780.0,9.12,0.73
9.58,925.0,15.01,0.69
2.2,450.0,9.2,0.52
3.3,480.0,13.7,0.5
0.8,520.0,0.8,0.62
1.6,550.0,4.4,0.64
0.6,370.0,3.3,0.52
3.79,682.0,7.83,0.71
4.41,668.0,10.88,0.61
4.54,710.0,9.7,0.66
1.75,600.0,4.29,0.67
0.99,510.0,2.98,0.65
2.7,570.0,7.6,0.62
1.42,500.0,5.19,0.55
2.31,590.0,5.81,0.68
2.73,560.0,7.34,0.67
1.4,670.0,2.8,0.62
0.6,518.0,1.1,0.51
1.7,712.0,3.5,0.57
3.9,750.0,8.0,0.55
1.1,576.0,3.0,0.54
5.2,580.0,12.08,0.74
5.43,680.0,9.4,0.85
3.79,550.0,9.2,0.75
8.69,850.0,14.62,0.7
1.8,420.0,7.8,0.54
2.0,440.0,8.9,0.52
6.1,660.0,12.9,0.71
6.3,650.0,13.6,0.71
7.38,685.0,16.59,0.65
7.1,635.0,16.95,0.66
6.75,620.0,17.3,0.63
6.65,630.0,16.8,0.63
5.49,570.0,16.53,0.58
5.34,565.0,16.77,0.53
5.7,612.0,12.68,0.73
1.3,503.0,3.65,0.69
1.53,550.0,3.71,0.75
1.0,510.0,2.63,0.75
6.5,940.0,9.51,0.73
5.8,770.0,10.07,0.74
7.1,900.0,10.72,0.73
6.3,790.0,10.68,0.75
8.6,860.0,13.26,0.75
7.7,810.0,12.24,0.77
4.07,610.0,9.8,0.68
8.37,852.0,14.8,0.66
8.22,821.0,14.3,0.7
8.18,818.0,14.5,0.69
9.8,876.0,14.1,0.78
8.6,755.0,14.8,0.77
10.3,840.0,16.2,0.76
9.9,754.0,1.6,0.78
5.56,582.0,13.16,0.73
8.12,741.0,15.41,0.711
7.28,741.0,14.4,0.682
7.79,771.0,14.69,0.688
9.0,803.0,15.76,0.712
9.22,876.0,15.26,0.689
7.57,767.0,14.83,0.666
7.7,739.0,7.52,0.692
6.45,651.0,1.48,0.672
8.84,797.0,15.58,0.712
8.77,770.0,7.81,0.729
7.78,695.0,1.56,0.717
9.6,882.0,15.71,0.693
10.11,862.0,8.03,0.73
9.86,805.0,1.64,0.742
0.69,497.0,2.04,0.68
1.64,530.0,4.58,0.68
1.88,550.0,5.22,0.66
1.14,500.0,3.55,0.61
2.34,560.0,6.77,0.62
2.51,580.0,6.86,0.63
1.82,540.0,5.16,0.65
9.22,885.0,15.2,0.68
10.4,815.0,8.5,0.77
10.4,823.0,10.6,0.77
11.1,829.0,1.6,0.78
11.1,887.0,8.3,0.75
10.7,893.0,10.2,0.74
9.0,904.0,12.6,0.78
3.34,610.0,8.31,0.66
6.12,728.0,12.61,0.667
6.28,695.0,13.22,0.683
7.13,786.0,13.44,0.675
8.21,775.0,15.06,0.704
9.83,737.0,18.3,0.729
8.18,649.0,17.51,0.72
9.2,740.0,17.6,0.71
9.0,711.0,18.3,0.694
10.4,731.0,19.8,0.72
6.8,732.0,13.2,0.7
9.0,715.0,18.3,0.686
8.3,733.0,16.0,0.71
3.5,510.0,9.7,0.52
8.1,755.0,14.83,0.72
7.5,756.0,13.21,0.75
6.6,752.0,12.0,0.73
5.3,705.0,10.27,0.73
4.9,694.0,9.69,0.73
6.1,731.0,11.94,0.7
5.8,736.0,11.55,0.68
4.5,696.0,9.6,0.68
4.0,683.0,8.65,0.68
3.3,682.0,7.01,0.69
3.9,708.0,8.19,0.67
5.33,710.0,12.11,0.62
6.61,740.0,14.42,0.62
6.86,740.0,14.71,0.63
1.0,520.0,2.5,0.78
1.43,580.0,3.72,0.66
3.56,630.0,9.25,0.61
3.34,620.0,7.92,0.68
6.9,737.0,13.24,0.71
5.0,560.0,3.33,0.53
2.12,560.0,5.83,0.65
4.08,610.0,10.29,0.65
4.34,416.0,20.04,0.5203
3.58,630.0,8.36,0.69
1.4,600.0,3.6,0.66
3.1,560.0,8.1,0.69
5.0,668.0,9.8,0.76
5.4,670.0,10.8,0.74
8.0,696.0,14.7,0.76
1.5,456.0,4.3,0.72
3.2,557.0,7.3,0.76
2.8,498.0,7.4,0.73
5.5,579.0,13.39,0.71
0.77,518.0,2.35,0.63
0.86,500.0,2.66,0.64
3.07,602.0,7.87,0.65
3.45,579.0,9.29,0.64
0.63,454.0,2.5,0.56
4.38,751.0,10.0,0.586
8.8,659.1,4.47,0.783
8.4,677.5,8.65,0.762
7.6,693.0,14.96,0.736
3.1,632.0,6.65,0.738
6.27,699.0,12.89,0.696
6.02,681.0,14.5,0.61
5.34,635.0,14.01,0.6
6.12,663.0,14.67,0.63
5.43,619.0,14.15,0.62
6.01,642.0,15.14,0.62
3.32,404.0,14.24,0.5777
5.27,690.0,12.33,0.62
4.59,640.0,12.17,0.59
7.02,630.0,16.97,0.65
5.56,650.0,13.75,0.62
2.6,550.0,7.94,0.59
7.28,630.0,16.98,0.68
4.45,590.0,12.43,0.6
6.95,640.0,16.82,0.65
7.87,650.0,17.59,0.68
6.67,660.0,14.73,0.68
5.1,610.0,12.92,0.65
4.51,791.0,5.94,0.67
3.97,801.0,5.85,0.59
7.63,745.0,12.21,0.59
5.8,731.0,7.87,0.7
4.51,627.0,11.59,0.62
6.33,620.0,15.63,0.66
7.5,630.0,17.55,0.68
5.34,600.0,12.83,0.69
3.7,590.0,9.3,0.68
4.6,710.0,9.6,0.69
5.8,680.0,12.5,0.69
3.6,810.0,7.0,0.64
5.85,592.0,14.64,0.692
3.21,640.0,6.96,0.72
3.22,650.0,6.8,0.73
3.33,670.0,7.1,0.7
3.49,670.0,7.33,0.71
3.29,670.0,7.15,0.69
3.5,670.0,7.35,0.71
3.43,670.0,7.21,0.71
3.23,680.0,7.11,0.67
3.34,640.0,8.04,0.66
3.29,630.0,7.25,0.72
4.12,640.0,9.19,0.7
4.37,670.0,9.31,0.7
3.54,620.0,8.27,0.69
3.76,640.0,8.78,0.67
4.4,650.0,10.1,0.67
4.55,660.0,10.6,0.65
4.11,650.0,9.03,0.7
4.97,620.0,11.11,0.72
6.02,681.0,14.5,0.61
3.75,630.0,8.9,0.67
5.7,757.0,7.87,0.67
1.41,457.0,6.17,0.5
3.35,650.0,10.3,0.5
4.7,653.0,10.8,0.672
5.5,662.0,12.57,0.663
6.4,655.0,15.14,0.64
2.4,563.0,6.37,0.658
4.3,630.0,10.26,0.659
7.4,709.0,16.3,0.64
5.34,635.0,14.01,0.6
6.36,651.0,16.0,0.61
6.12,663.0,14.67,0.63
7.55,705.0,16.96,0.64
7.02,646.0,16.87,0.64
10.95,795.0,18.42,0.7473
11.62,818.0,18.83,0.7544
12.25,879.0,18.16,0.7675
7.68,878.0,12.02,0.73
6.82,763.0,12.93,0.69
9.24,827.0,16.27,0.69
2.12,615.0,5.1,0.68
3.09,548.0,8.13,0.69
5.1,680.0,11.1,0.67
8.9,641.3,2.52,0.791
5.04,672.0,12.11,0.62
9.63,807.0,16.07,0.744
3.07,680.0,6.13,0.73
5.95,748.0,12.1,0.657
5.7,792.0,10.8,0.667
5.65,739.0,11.7,0.653
5.66,674.0,13.6,0.617
5.44,692.0,12.3,0.639
5.24,728.0,11.5,0.626
5.84,774.0,11.7,0.645
8.06,690.0,17.7,0.66
7.47,670.0,16.9,0.66
6.27,620.0,15.8,0.64
6.59,650.0,15.6,0.65
7.18,670.0,16.0,0.67
0.5,600.0,1.32,0.624
0.6,560.0,1.52,0.704
0.81,620.0,1.85,0.705
4.9,612.0,10.77,0.74
7.58,644.0,16.23,0.726
0.8,510.0,2.3,0.68
2.7,570.0,6.8,0.69
1.2,530.0,3.4,0.68
4.8,610.0,12.5,0.62
2.8,550.0,7.5,0.69
7.09,788.0,15.79,0.57
7.87,784.0,16.45,0.61
6.5,773.0,15.57,0.54
4.9,605.0,13.1,0.562
3.76,385.0,16.65,0.5862
3.78,399.0,15.86,0.5963
4.8,610.0,11.5,0.67
4.4,610.0,10.4,0.7
4.1,630.0,9.7,0.67
0.7,480.0,2.1,0.69
4.5,560.0,11.6,0.66
3.2,550.0,8.6,0.67
5.4,630.0,13.3,0.64
6.3,710.0,13.2,0.67
5.87,875.0,4.4,0.76
5.44,804.0,0.8,0.784
6.69,942.0,10.02,0.674
6.98,907.0,5.31,0.717
6.46,815.0,0.95,0.767
6.89,929.0,10.14,0.698
7.02,900.0,5.31,0.736
6.89,823.0,1.0,0.774
5.5,798.0,11.06,0.596
5.85,774.0,5.67,0.656
5.06,703.0,0.98,0.683
7.51,902.0,10.96,0.764
7.64,870.0,5.8,0.785
7.0,799.0,1.05,0.803
5.8,960.0,9.77,0.62
7.7,900.0,11.65,0.73
6.8,970.0,9.81,0.71
5.6,895.0,9.4,0.67
10.1,719.0,19.33,0.724
9.1,742.0,17.05,0.718
6.96,694.0,13.68,0.73
7.18,705.0,13.62,0.74
2.15,580.0,6.5,0.57
2.27,630.0,5.7,0.63
2.67,650.0,6.62,0.62
2.54,660.0,5.53,0.7
3.55,630.0,9.65,0.59
3.14,580.0,8.55,0.63
3.99,670.0,9.12,0.66
2.65,570.0,8.92,0.52
9.5,863.0,1.6,0.69
10.2,862.0,1.6,0.72
10.5,859.0,1.7,0.72
10.3,833.0,1.6,0.76
7.8,921.0,7.0,0.61
10.2,919.0,7.9,0.7
9.1,904.0,8.1,0.63
10.6,893.0,8.1,0.74
6.3,937.0,12.1,0.55
9.5,936.0,14.8,0.69
7.9,917.0,14.5,0.59
10.3,910.0,15.9,0.71
6.8,661.0,15.99,0.65
8.3,713.0,16.26,0.719
8.57,802.0,16.08,0.66
4.24,714.0,10.5,0.567
4.23,703.0,10.5,0.575
2.96,695.0,6.5,0.657
1.4,520.0,4.0,0.66
3.1,560.0,7.9,0.7
3.9,640.0,9.2,0.66
6.43,679.0,12.89,0.73
4.11,620.0,10.81,0.61
3.63,620.0,9.8,0.6
5.06,640.0,11.67,0.68
6.22,690.0,12.17,0.73
8.34,730.0,15.81,0.72
3.92,560.0,11.19,0.62
4.36,620.0,10.61,0.66
4.12,620.0,11.16,0.6
4.09,590.0,10.28,0.67
4.35,650.0,10.36,0.65
4.15,640.0,9.83,0.66
4.48,660.0,11.04,0.61
5.77,904.0,8.45,0.729
6.1,710.0,12.3,0.69
5.2,700.0,10.7,0.69
3.76,630.0,8.2,0.73
2.0,630.0,4.4,0.71
4.1,610.0,10.2,0.66
2.8,680.0,6.4,0.64
1.2,600.0,3.0,0.64
6.05,674.0,14.0,0.64
6.54,663.0,15.8,0.62
6.29,813.0,11.0,0.701
2.22,700.0,4.23,0.75
3.6,695.0,7.1,0.73
5.41,707.0,11.9,0.644
5.16,816.0,9.9,0.639
5.29,852.0,8.8,0.632
5.59,812.0,9.6,0.716
5.74,843.0,10.4,0.658
6.86,796.0,13.3,0.647
7.99,829.0,14.1,0.684
8.37,819.0,14.7,0.695
7.09,817.0,12.9,0.673
4.35,707.0,9.03,0.681
4.81,724.0,9.71,0.684
5.02,712.0,10.8,0.652
5.19,774.0,10.0,0.671
5.44,769.0,10.3,0.687
5.24,732.0,10.7,0.669
6.02,690.0,12.45,0.7
