VOC,JSC,FF,PCE,Electrolyte,Semiconductor,Active area,Dye loading,Co-adsorbent,Co-sensitizer,Has_Coadsorbent,Has_Cosensitizer
570.0,5.99,0.6,2.04,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
690.0,14.42,0.63,6.22,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
710.0,11.65,0.63,5.22,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
630.0,10.9,0.62,4.24,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
710.0,11.12,0.61,4.8,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
650.0,10.73,0.64,4.49,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
590.0,6.2,0.61,2.22,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,10 mM CDCA,-,1,0
690.0,11.9,0.6,4.92,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,10 mM CDCA,-,1,0
720.0,11.47,0.61,5.08,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,10 mM CDCA,-,1,0
740.0,10.73,0.62,4.91,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)",TiO2 thin film (16-18 um),0.25,-,10 mM CDCA,-,1,0
650.0,11.79,0.651,5.02,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2 0.5 M TBP in acetonitrileevaleronitrile (v/v, 85/15)",TiO2 film (8 um),,186 nmol/cm2,10 mM CDCA,-,1,0
723.0,14.97,0.635,6.87,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)","TiO2 thin film (12 um of 20 nm particles as
the transparent layer and 6 um of 200 nm particles as the scattering layer)",0.24,-,-,-,0,0
775.0,15.32,0.689,8.18,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)","TiO2 thin film (12 um of 20 nm particles as
the transparent layer and 6 um of 200 nm particles as the scattering layer)",0.24,-,-,-,0,0
797.0,14.75,0.687,8.08,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)","TiO2 thin film (12 um of 20 nm particles as
the transparent layer and 6 um of 200 nm particles as the scattering layer)",0.24,-,-,-,0,0
716.0,12.08,0.68,5.87,iodide/triiodide,TiO2,0.16,-,1 mM CDCA,-,1,0
799.0,13.31,0.712,7.57,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)","TiO2 thin film (12 um of 20 nm particles as
the transparent layer and 6 um of 200 nm particles as the scattering layer)",0.24,-,-,-,0,0
829.0,12.38,0.655,6.72,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)",TiO2 thin film (12 um as the transparent layer and 3 um of 200 nm particles as the scattering layer),0.24,4710 nmol/cm2,-,-,0,0
767.0,12.43,0.643,6.13,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)",TiO2 thin film (12 um as the transparent layer and 3 um of 200 nm particles as the scattering layer),0.24,2770 nmol/cm2,-,-,0,0
742.0,9.68,0.713,5.12,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)",TiO2 thin film (12 um as the transparent layer and 3 um of 200 nm particles as the scattering layer),0.24,4280 nmol/cm2,-,-,0,0
748.0,7.62,0.698,3.98,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)",TiO2 thin film (12 um as the transparent layer and 3 um of 200 nm particles as the scattering layer),0.24,3210 nmol/cm2,-,-,0,0
682.0,10.115,0.642,4.43,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)",TiO2 thin film (12 um as the transparent layer and 3 um of 200 nm particles as the scattering layer),0.24,5350 nmol/cm2,-,-,0,0
660.0,4.83,0.74,2.4,"1.0 M DMII, 0.02 M iodine (I2 ), 1.0 M TBP, 0.1 M GNCS and 0.05 M LiI in AN","TiO2 thin film (7 um of 20 nm particles as
the transparent layer and 5 um of 400 nm particles as the scattering layer)",0.158,31 nmol/cm2,-,-,0,0
730.0,12.82,0.69,6.5,"1.0 M DMII, 0.02 M iodine (I2 ), 1.0 M TBP, 0.1 M GNCS and 0.05 M LiI in AN","TiO2 thin film (7 um of 20 nm particles as
the transparent layer and 5 um of 400 nm particles as the scattering layer)",0.158,24 nmol/cm2,-,-,0,0
760.0,11.03,0.65,5.43,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
720.0,11.93,0.58,5.01,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
710.0,14.48,0.61,6.3,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
700.0,13.47,0.66,6.21,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
700.0,12.09,0.59,5.01,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
690.0,13.2,0.62,5.63,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
680.0,12.91,0.62,5.45,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN",TiO2 thin film (16-18 um),0.25,-,-,-,0,0
826.0,12.18,0.65,6.55,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I 2 , 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85 : 15)",TiO2 thin film (20 nm particle size),0.16,410 nmol/cm2,-,-,0,0
793.0,10.76,0.64,5.51,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I 2 , 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85 : 15)",TiO2 thin film (20 nm particle size),0.16,340 nmol/cm2,-,-,0,0
711.0,5.27,0.72,2.69,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I 2 , 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85 : 15)",TiO2 thin film (20 nm particle size),0.16,210 nmol/cm2,-,-,0,0
804.0,11.41,0.63,5.76,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2, 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85:15)",TiO2 thin film (20 nm particle size),0.16,-,-,-,0,0
789.0,12.62,0.63,6.29,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2, 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85:15)",TiO2 thin film (20 nm particle size),0.16,-,-,-,0,0
759.0,11.82,0.65,5.84,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2, 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85:15)",TiO2 thin film (20 nm particle size),0.16,-,-,-,0,0
759.0,5.94,0.64,3.61,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,98 nmol/cm2,-,-,0,0
743.0,6.81,0.62,3.92,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,205 nmol/cm2,-,-,0,0
759.0,12.2,0.58,5.3,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)",TiO2 thin film (14.5 uM),0.4,-,-,-,0,0
746.0,14.1,0.58,6.1,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)",TiO2 thin film (14.5 uM),0.457,-,-,-,0,0
755.0,11.68,0.6,5.25,iodide/triiodide,TiO2,0.16,-,1 mM CDCA,-,1,0
804.0,9.1,0.56,4.1,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)",TiO2 thin film (4.8 uM),0.461,-,-,-,0,0
781.0,10.7,0.55,4.6,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)",TiO2 thin film (4.8 uM),0.442,-,-,-,0,0
673.0,4.1,0.63,1.74,"0.05 M iodine, 0.5 M lithium iodide in propylene carbonate",TiO2 6 um thick,0.2,173 nmol/cm2,-,-,0,0
559.0,5.93,0.676,2.24,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)",TiO2 thin film (12 um of 20 nm particles as the transparent layer and 6 um of 200 nm particles as the scattering layer),0.24,-,-,-,0,0
672.0,12.01,0.696,5.62,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)",TiO2 thin film (12 um of 20 nm particles as the transparent layer and 6 um of 200 nm particles as the scattering layer),0.24,-,-,-,0,0
717.0,16.13,0.681,7.87,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)",TiO2 thin film (12 um of 20 nm particles as the transparent layer and 6 um of 200 nm particles as the scattering layer),0.24,-,-,-,0,0
746.0,16.65,0.642,7.98,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)",TiO2 thin film (12 um of 20 nm particles as the transparent layer and 6 um of 200 nm particles as the scattering layer),0.24,-,-,-,0,0
783.0,15.18,0.679,8.07,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)",TiO2 thin film (12 um of 20 nm particles as the transparent layer and 6 um of 200 nm particles as the scattering layer),0.24,-,-,-,0,0
802.0,10.35,0.69,5.73,"0.6M1-methyl-3-propylimidazoliumiodide (PMII), 0.10M guanidiniumthiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile(85:15)",TiO2 thin film (18 um thickness),0.16,126 nmol/cm2,-,-,0,0
768.0,8.47,0.7,4.54,"0.6M1-methyl-3-propylimidazoliumiodide (PMII), 0.10M guanidiniumthiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile(85:15)",TiO2 thin film (18 um thickness),0.16,103 nmol/cm2,-,-,0,0
785.0,8.65,0.71,4.79,"0.6M1-methyl-3-propylimidazoliumiodide (PMII), 0.10M guanidiniumthiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile(85:15)",TiO2 thin film (18 um thickness),0.16,112 nmol/cm2,-,-,0,0
773.0,8.56,0.69,4.53,"0.6M1-methyl-3-propylimidazoliumiodide (PMII), 0.10M guanidiniumthiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile(85:15)",TiO2 thin film (18 um thickness),0.16,210 nmol/cm2,-,-,0,0
681.0,14.17,0.67,6.47,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN",TiO2 thin film (12 um of 15-20 nm particles as the transparent layer and 4 um of 300-500 nm particles as the scattering layer),0.2,-,5 mM CDCA,-,1,0
671.0,12.53,0.7,5.89,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN",TiO2 thin film (12 um of 15-20 nm particles as the transparent layer and 4 um of 300-500 nm particles as the scattering layer),0.2,-,5 mM CDCA,-,1,0
625.0,10.63,0.73,4.85,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN",TiO2 thin film (12 um of 15-20 nm particles as the transparent layer and 4 um of 300-500 nm particles as the scattering layer),0.2,-,5 mM CDCA,-,1,0
682.0,14.43,0.69,6.79,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN",TiO2 thin film (12 um of 15-20 nm particles as the transparent layer and 4 um of 300-500 nm particles as the scattering layer),0.2,-,-,-,0,0
680.0,12.64,0.7,6.02,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN",TiO2 thin film (12 um of 15-20 nm particles as the transparent layer and 4 um of 300-500 nm particles as the scattering layer),0.2,-,-,-,0,0
635.0,10.86,0.71,4.9,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN",TiO2 thin film (12 um of 15-20 nm particles as the transparent layer and 4 um of 300-500 nm particles as the scattering layer),0.2,-,-,-,0,0
691.0,12.75,0.69,6.06,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate (GuSCN), 0.03 M I2, 0.5 M tertbutylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (20 nm particle size),,156 nmol/cm2,-,-,0,0
709.0,6.13,0.67,2.91,"0.05 M I2 , 0.5 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",TiO2 thin film (15 um),0.237,244 nmol/cm2,-,-,0,0
610.0,9.99,0.71,4.36,"0.6 M DMPII, 0.1M LiI, 0.1M I2, 0.5M TBP in acetonitrile",TiO2 film (11 uM  + 4 uM thick),,-,-,-,0,0
610.0,9.99,0.71,4.36,"0.6 M DMPII, 0.1M LiI, 0.1M I2,0.5M TBP in acetonitrile",TiO2 film (11 um transparent + 4 um scat­tering layer),0.25,-,-,-,0,0
730.3,11.35,0.6966,5.77,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,Saturated CDCA,-,1,0
693.8,11.29,0.6938,5.43,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,-,-,0,0
706.6,11.33,0.6693,5.36,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,-,-,0,0
748.2,11.83,0.6999,6.19,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,Saturated,-,1,0
734.6,11.9,0.689,6.02,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,-,-,0,0
745.7,11.68,0.6995,6.09,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,10 mM CDCA,-,1,0
724.5,12.05,0.7233,6.32,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,10 mM CDCA,-,1,0
771.7,12.18,0.7002,6.58,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,10 mM CDCA,-,1,0
751.5,9.47,0.7431,5.29,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)",TiO2 thin film (20 nm particles with scattering layer containing 250 nm particles),0.24,-,10 mM CDCA,-,1,0
620.0,2.75,0.77,1.3,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP",TiO2 thin film,,182 nmol/cm2,-,-,0,0
660.0,8.36,0.74,4.07,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP",TiO2 thin film,,502 nmol/cm2,-,-,0,0
650.0,8.03,0.75,3.88,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP",TiO2 thin film,,409 nmol/cm2,-,-,0,0
660.0,6.5,0.75,3.21,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP",TiO2 thin film,,218 nmol/cm2,-,-,0,0
587.0,4.45,0.7,1.83,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.025 M LiI, 0.04 M I2 , 0.05 M guanidium thiocyanate (GuSCN), and 0.28 M 4-tertbutylpyridine (TBP) in dry acetonitrile",TiO2 thin film (12 um thick film as the transparent layer and 4 um of 200 nm particles as the scattering layer),,-,-,-,0,0
747.0,6.64,0.65,4.03,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,120.5 nmol/cm2,Saturated,-,1,0
689.0,2.86,0.66,1.64,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,14.1 nmol/cm2,Saturated,-,1,0
750.0,7.04,0.64,4.22,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,143.5 nmol/cm2,10 mM CDCA,-,1,0
729.0,3.24,0.69,2.04,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,33.5 nmol/cm2,10 mM CDCA,-,1,0
753.0,7.11,0.65,4.33,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,171 nmol/cm2,1 mM CDCA,-,1,0
732.0,4.23,0.65,2.53,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,712 nmol/cm2,1 mM CDCA,-,1,0
749.0,6.41,0.63,3.82,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 thin film (14 um transparent layer and 4 um scattering layer),0.16,198 nmol/cm2,0.1 mM CDCA,-,1,0
655.0,8.2,0.71,3.8,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)",TiO2 (20 nm particle size),,-,-,-,0,0
830.0,12.69,0.69,7.33,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) made from 0.4 m IL-I and 0.4 m NOBF4 in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,-,-,0,0
830.0,12.69,0.69,7.33,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) electrolyte 0.4 m IL-I and 0.4 m NOBF 4 in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
850.0,13.9,0.71,8.36,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) made from 0.4 m IL-I and 0.4 m NOBF4 in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,-,-,0,0
850.0,13.9,0.71,8.36,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) electrolyte 0.4 m IL-I and 0.4 m NOBF 4 in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
850.0,13.81,0.69,8.06,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) made from 0.4 m IL-I and 0.4 m NOBF4 in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,-,-,0,0
850.0,13.81,0.69,8.06,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl) /iodide redox mediator (IL-I) electrolyte 0.4 m IL-I and 0.4 m NOBF 4 in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
830.0,13.56,0.7,7.88,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) made from 0.4 m IL-I and 0.4 m NOBF4 in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,-,-,0,0
830.0,13.56,0.7,7.88,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) electrolyte 0.4 m IL-I and 0.4 m NOBF 4 in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
820.0,11.63,0.68,6.49,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) made from 0.4 m IL-I and 0.4 m NOBF4 in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,-,-,0,0
820.0,11.63,0.68,6.49,"TEMPO (2,2,6,6-tetramethylpiperidin-1-oxyl)/iodide redox mediator (IL-I) electrolyte 0.4 m IL-I and 0.4 m NOBF 4 in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
670.0,14.06,0.66,6.23,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,1 mM CDCA,-,1,0
670.0,14.06,0.66,6.23,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) dissolved in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
730.0,15.08,0.68,7.47,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,1 mM CDCA,-,1,0
730.0,15.08,0.68,7.47,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) dissolved in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
700.0,14.53,0.7,7.05,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,1 mM CDCA,-,1,0
700.0,14.53,0.7,7.05,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) dissolved in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
700.0,14.33,0.71,7.04,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) in acetonitrile","TiO2 film (12 um thick, 5 um scattering layer)",0.16,-,1 mM CDCA,-,1,0
700.0,14.33,0.71,7.04,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) dissolved in acetonitrile",TiO2 film (12 um),0.16,-,1 mM CDCA,-,1,0
