Formula,A_ion,B_ion,X_ion,Bandgap,ETL,HTL,Backcontact,Antisolvent,Solvent,Solv_annel,Anneal_temp,Dep_procedure,Synth_atm,Cell_area,Is_module,Voc,Jsc,FF,PCE,entry_id
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,BDT-PTZ,Ag,Toluene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.07,False,1.02,22.43,0.7979999999999999,18.1,Ymfp7amZ2CTXqmNZq7cj7LGTO-VR
MAPbI3,MA,Pb,I,1.6,SnO2-np | CPTA,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,80.0,Spin-coating,Unknown,0.1,False,1.086,22.78,0.77,19.14,Ymh5a_2BB4YuNxSS2PWoVB63zzbE
MAPb1.0I3,MA,Pb,I,1.6,SnO2,Spiro-MeOTAD,Au,Toluene,DMSO; GBL,False,100,Spin-coating,Unknown,0.176,False,1.108,21.59,0.759,18.12,YmhYfSK_Wju3rIQlbkOfB8den3a6
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> none,False,90.0 >> 100.0,Spin-coating >> Gas reaction,Ambient >> Air; MAI,0.1,False,1.09,22.2,0.79,18.7,Yn-uL7TVMptZx-L_EcJLuj9hq_vl
MAPbI3,MA,Pb,I,1.6,SnO2-c,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 70.0,Spin-coating >> Spin-coating,Unknown,0.09,False,1.09,22.11,0.534,12.88,Yn13D6Lt9OmwFDBdTNH9j8WjSSZ1
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 100.0,Spin-coating >> CBD,Unknown,0.06,False,1.02,22.6,0.76,17.5,YnEJMPQ16nb9VHke7HRPJTYDM0G_
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Doctor blading,Air,1.0,False,0.9,19.01,0.45,7.75,YnFz_MweuHvi3uVmSfXDXsg5b6wv
MAPbI3,MA,Pb,I,1.6,C60,P3HT,MoO3 | Ag,Unknown,DMF >> IPA,False,Unknown >> 100,Spin-coating >> Spin-coating,N2 >> N2,0.0757,False,1.0,19.94,0.7240000000000001,14.37,YnIviH0wHsj6_kL3r6r4rZvqDbb8
Cs0.05FA0.16MA0.79PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,Unknown,0.196,False,1.02,18.8,0.7,14.0,YnRq5HdjlRlA6DWP9j-P06XvdXOB
FA0.8MA0.2PbBr0.6I2.4,FA; MA,Pb,Br; I,1.59,SnO2-np,Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,N2,0.102,False,1.054,21.59,0.674,15.35,YnV9qF0bTyCPkbP0kjYCEnLM8qQo
Cs0.05FA0.79MA0.16PbBr0.50I2.5,Cs; FA; MA,Pb,Br; I,1.63,SnO2-np,CuGaO2-np | CuSCN,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.09,False,,,,,Ynelc9xnRAI_YSR8IRXvcl2WXvw-
MAPbBr3,MA,Pb,Br,2.32,ZrO2-c | PCBM-60,NiO-c | MoOx,Al,Toluene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.12,False,1.65,7.7,0.79,10.4,Yno6JeMvLj4vmjs6ajMb6eXJ7qE6
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.09,False,1.0,19.6,0.68,13.28,YoAtYb489G5GeEVpewZHYDnSfOnN
MAPbI3,MA,Pb,I,1.6,PDTP-DFBT:PCBM-60,PEDOT:PSS,Al,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.04,False,0.92,21.1,0.5710000000000001,11.0,YoG2-41eGE3X4F6gz1M-T9mhiTQK
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,65; 100,Spin-coating,N2,0.1,False,1.012,17.87,0.6609999999999999,11.95,YoI8yktagQkZaMzU0Z986TGx80fi
MAPbI3,MA,Pb,I,1.5,SnO2-c | C60,Spiro-MeOTAD,MoO3 | Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.102,False,1.06,20.24,0.753,16.15,Yoatr5EzT4GIcuxnE7fHGO_p72zL
MAPbI3 | CA2PbI4,MA | CA,Pb | Pb,I | I,,PCBM-60 | Rhodamine 101 | LiF,PEDOT:PSS,Ag,Toluene,DMSO; GBL @ 4; 7 >> IPA,False,100.0,Spin-coating >> Spin-coating,N2 >> N2,0.11,False,0.92,19.29,0.773,13.86,YomaG5NEy37EexxmHYdGedlgXxJy
MAPbI3,MA,Pb,I,1.6,ZnO-c | C-PCBSD,PDBT-co-TT,Au,Unknown,DMF >> IPA,False,Unknown >> 70.0,Spin-coating >> CBD,Unknown,0.04,False,0.92,18.1,0.6609999999999999,11.0,YopizaEZUjfD1YhFY9O0n2n0xg2E
MAPbI3,MA,Pb,I,1.6,TiO2-c | Al2O3-mp,Spiro-MeOTAD,Au,Unknown,DMF,False,100,Spin-coating,Air,0.0625,False,1.0,16.7,0.63,10.6,YpGrPrv2zsadjmOxTKWBMeN8J_QA
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.16,False,0.825,18.1,0.478,7.14,YpHnUJrejAIJNXJXguoQn2Xu0eV0
MAPbI3,MA,Pb,I,1.6,SnO2-np,Spiro-MeOTAD,Ag,Unknown,DMF >> Ethanol,False,70.0 >> 100.0,Ultrasonic spray >> Ultrasonic spray,N2 >> N2,0.16,False,0.93,14.72,0.526,7.2,YpLX_jvg-JUmm-gAKV-gZIuI__pJ
MAPbI3,MA,Pb,I,1.6,TiO2-c,P3HT; Spiro-MeOTAD,Au,Unknown,DMF,False,95.0,Spin-coating,Unknown,0.16,False,0.894,22.2,0.66,13.1,YpdJzOapFLLawIKMxWklzY72tJ8i
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,SnO2-np,Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO >> IPA,False,100.0 >> 100,Spin-coating >> Spin-coating,N2 >> N2,0.102,False,1.197,23.37,0.774,21.29,YpdQPzdMp5QWvQId5g2ey7fZ_kA7
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,Unknown,False,25.0; 100.0,Spin-coating,N2 >> Air,0.09,False,1.09,21.58,0.74,17.41,Ypeo_n_AUtBi3sQneZP9VbmYpMQY
MAPbI3,MA,Pb,I,1.6,ZnO-c | Ethyl acetate,Spiro-MeOTAD,MoOx | Al,Unknown,DMF >> IPA,False,70.0 >> 70.0,Spin-coating >> Spin-coating,N2 >> N2,0.1,False,1.11,21.0,0.65,15.0,Ypj0s0OW2wkXgC-3-_Qdty9y5lkQ
Cs0.1MA0.9Pb0.7Sn0.255I3,Cs; MA,Pb; Sn,I,1.39,PCBM-60 | bis-C60,PEDOT:PSS,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.1,False,0.84,22.8,0.76,14.55,YptCQDsdhxwLOKlM4_qyIYSCRlzY
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Spin-coating,Dry air,0.045,False,0.79,17.8,0.773,10.9,Yq6QLw1m5VxJYUuwz9oNIi6jrEv_
CsPbBrI2,Cs,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,165.0,Spin-coating,Unknown,0.09,False,1.28,14.89,0.765,14.58,YqAA7AzA1eDPSKq0Kv57Vmytwnw0
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF,False,100.0,Ultrasonic spray,Air,0.065,False,0.97,19.3,0.608,11.4,YqB0wlgCFZcczYtWwVT2INIeNVxE
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,none,Carbon,Unknown,DMF >> Cyclohexane; IPA,False,Unknown >> 100.0,Spin-coating >> CBD,Air >> Air,0.07,False,0.88,21.5,0.5,9.44,YqKN70ydiX6w7KK3K9plBNsuqgji
Cs0.125FA0.875PbBr0.375I2.625,Cs; FA,Pb,Br; I,,none,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,145.0,Spin-coating,Unknown,0.125,False,0.99,20.95,0.59,12.29,YqMbmemMA9yRLBrOymsY1qG42OP3
Cs0.125FA0.875PbBr0.375I2.625,Cs; FA,Pb,Br; I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,145,Spin-coating,Unknown,0.125,False,1.061,20.326,0.647,13.96,YqcvV2hvQNDa8re5mcJ6aUT83IKo
Cs0.05FA0.7885MA0.1615PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,1.57,Cr2O3,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Ar,0.13,False,1.084,21.28,0.653,15.07,YqrQK_z7q63QsbgamSzn8YzeIjPw
MAPbI3,MA,Pb,I,1.6,MATS | PCBM-60,PEDOT:PSS,Al,Unknown,DMF >> Ethanol,False,Unknown >> 100.0,Spin-coating >> Spin-coating,N2 >> N2,0.16,False,0.87,19.08,0.74,12.28,YqzN-o_aKVOKJSDs9AwUeO74xOCx
MAPbI3,MA,Pb,I,1.6,PCBM-60 | CMB-vTA,PTAA,Ag,Chlorobenzene,DMF; NMP,False,110.0,Spin-coating,N2,0.104,False,0.914,18.71,0.47,8.04,YrC-DdH82k7mNGs_5OmxBILddQVi
Cs0.05FA0.79MA0.16PbBr0.51I2.49 | (CH3)3SPbI3,Cs; FA; MA | (CH3)3S,Pb | Pb,Br; I | I,1.63 | nan,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO >> IPA | IPA,False,100 | 100 >> 100,Spin-coating >> Spin-coating | Spin-coating,Unknown,0.1,False,1.08,20.74,0.64,13.33,Yr_pM7RsNzPQ0-fMkCRsP62HLJIk
Cs0.1FA0.75MA0.15Rb0.05PbI,Cs; FA; MA; Rb,Pb,I,1.72,TiO2-c | TiO2-mp,Spiro-MeOTAD,,,,False,,,,,False,1.272,18.8,0.772,18.4,YrcncnRzbHyZO0Mr3JW8SFetYGFO
FA0.3MA0.7PbI3,FA; MA,Pb,I,,PCBM-60,NiO,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.045,False,1.01,19.67,0.648,12.93,YriH3jesHflGNNDlHeL6oAa5F8kf
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Diethyl ether,DMF,False,65; 100,Spin-coating,Air,0.14,False,1.02,22.8,0.7,16.3,Ys3mVTYUXjWk6lamsisdIQFNzaV2
MAPbI3,MA,Pb,I,,PCBM-60 | Bphen,CrO3,Ag,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.0725,False,0.88,19.26,0.6,10.15,YsA04lWhaKC5BWq41-F9tX_pM7PI
CsPbBr3,Cs,Pb,Br,,TiO2-c | TiO2-mp,CsSnBr2I-QDs,Carbon,Unknown,DMF >> Methanol,False,80.0 >> 250.0,Spin-coating >> Spin-coating,Unknown,0.25,False,1.39,8.7,0.755,9.13,YsJc0cHz9Kw4OsPWFr3JQ8UYuUFH
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF,False,100.0,Spin-coating,N2,0.1,False,1.03,19.4,0.74,14.6,YsWP--ArEgtluFampfnEYbR7lXQR
CsPbBrI2,Cs,Pb,Br; I,1.9,Nb2O5,none,Carbon,Unknown,DMF; DMSO,False,150.0,Spin-coating,N2,0.09,False,1.23,13.8,0.66,11.2,Ysa8ce8zE2HREVADjM0CAgWrwXZk
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,M116,Ag,Unknown,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.03,21.1,0.72,15.5,YsjzClZXeEI1ddhbqG3mNyZOE4xK
Cs0.1FA0.9PbI3,Cs; FA,Pb,I,,PCBM-60 | PFN-Br,NiO-c,Ag,Unknown,DMF; DMSO >> IPA,False,50 >> 200; 150,Spin-coating >> Spin-coating,Unknown,0.09,False,0.993,20.56,0.713,14.55,Ysm6A5jjDX37Z20lJB7-rxytQ4_Q
CsPbI3,Cs,Pb,I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,300.0,Spin-coating,Unknown,0.09,False,1.11,14.88,0.65,10.74,YsuJNfiX9YnwGdMIkWGGej2sZxi8
MAPbBr0.3I2.7,MA,Pb,Br; I,1.595,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,DMF >> IPA >> IPA,False,70.0 >> 95.0 >> 95.0,Spin-coating >> Spin-coating >> Spin-coating,Unknown,0.09,False,1.01,21.06,0.67,13.29,YszQtnP6kaQDt23I400zfXpsMcpU
MAPbI3,MA,Pb,I,1.6,SFX-PDI4 | TiO2-c,NiMgLiO-c,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.126,False,1.1,20.1,0.6920000000000001,15.3,Yt82qf7KVJo1cQT-UNsbi3s4v2Em
MAPbI3,MA,Pb,I,1.6,SnO2-np,Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.09,22.85,0.792,19.7,YtCPd4kEselzBaPOkO05Bvu5cPfg
MAPbI3,MA,Pb,I,1.6,TiO2-c | Al2O3-mp,Spiro-MeOTAD,Au,Unknown,Unknown,False,100,Spin-coating,Air,0.1,False,0.92,18.5,0.55,9.4,YtFASFllfyT6vjpPgTD5GO7wPCBU
FA0.3MA0.7PbI3,FA; MA,Pb,I,,SnO2-c | C60-SAM,CZ-TA,Au,Diethyl ether,Unknown,False,100.0,Spin-coating,N2,0.08,False,1.04,10.93,0.805,18.08,Yu2a9GVME5hpcM-mQL-I18YL0zKe
Cs0.17FA0.83PbBr0.51I2.49,Cs; FA,Pb,Br; I,1.64,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.126,False,1.02,21.6,0.68,15.0,YuA8GovPyogurjlD_4sutHcdMWxJ
MAPbI3,MA,Pb,I,1.6,C60,PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.04,False,0.92,20.0,0.7,12.2,YuIyeBMNljMOI_J6JyqLjT-uAqyr
MAPbI3,MA,Pb,I,1.6,TDTP | LiF,PEDOT:PSS,Al,Unknown,DMF,False,100.0,Spin-coating,N2,0.09,False,0.95,15.8,0.645,9.7,YuTIBQcCBU--4qrXaySN_FGe_gAs
MAPbI3,MA,Pb,I,1.6,PCBM-60 | TIPD,PEDOT:PSS,Al,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.04,False,0.94,17.5,0.672,10.9,YuZ7zueeLEzrEqUEpo8_gX1DuQEj
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Ethyl acetate,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.098,23.1,0.732,18.57,YuZoeWPirI_6oKEYZLQITV4LRGwe
MAPbI3,MA,Pb,I,1.6,ZnO-c | ZnO-nw | Al2O3-c,Spiro-MeOTAD,Ag,Unknown,DMF; DMSO >> IPA,True,Unknown >> 100.0,Spin-coating >> CBD,Unknown,0.09,False,1.07,20.9,0.77,17.3,Yujlf2EQ6zYTQfGqJ0DfwJ1ItQV3
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,25; 100,Spin-coating,N2,0.1,False,1.04,14.38,0.622,9.31,YumCI69daIBbFyKTvqMbxuJDCln_
MAPbI3,MA,Pb,I,1.6,TEACl | PCBM-60 | PEI,NiO-c,Ag,Unknown,DMSO; GBL,False,70.0,Spin-coating,Air,0.09,False,1.11,20.61,0.825,18.84,YuqfLgckuX2t_S4QoDONkEhY_B7N
Cs0.05FA0.8075MA0.1425PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,1.6,TiO2-c | TiO2-mp,CuCrO2,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.16,False,1.04,23.2,0.69,16.47,Yut0klLgMuS56ZdlKMoM8v28Exg9
MAPbI3,MA,Pb,I,1.6,IPH,PEDOT:PSS,Ba | Ag,Unknown,DMF,False,85.0,Spin-coating,N2,0.01,False,0.965,17.4,0.833,13.8,YuwviypSlig5sZ7kWbddlNxamaMl
MAPbI3,MA,Pb,I,1.6,DBP | PCBM-60 | Bphen,PEDOT:PSS,Ag,2-Butanol,DMF; DMSO,True,100.0,Spin-coating,N2,0.04,False,0.972,20.11,0.7909999999999999,15.47,Yv9ihSGQPhDiBiiuCe8o4jTtPNyL
FA0.3MA0.7PbI3,FA; MA,Pb,I,,SnO2-c | C60-SAM,CZ-STA; CZ-TA,Au,Diethyl ether,Unknown,False,100.0,Spin-coating,N2,0.08,False,1.09,22.29,0.7909999999999999,19.13,YvC3bfBrCyyG9l51BvcAorcCDAh9
(5-AVA)0.1MA0.9PbI3,(5-AVA); MA,Pb,I,,TiO2-c | TiO2-mp | ZrO2-mp | Carbon-mp,none,Carbon,Unknown,GBL,False,50.0,Drop-infiltration,Unknown,0.8,False,0.79,23.04,0.63,11.19,YvGFdg5vbQpbtM7lioS2v1Oj_cbp
BA2MA3Pb4I13,BA; MA,Pb,I,1.64,PCBM-60,NiO-c,Ag,Unknown,DMF; DMSO,False,100.0,Spin-coating,N2,0.05,False,1.14,16.93,0.652,12.54,YvKylR1H9IVNQYZfGJ6Ni1TKQqZz
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp | Carbon-QDs,Spiro-MeOTAD,Au,Toluene,DMF,False,100,Spin-coating,N2,,False,1.019,22.01,0.693,15.48,YvMmwHlza17GltuJURjt-Jb1ctVc
MAPbI3,MA,Pb,I,1.6,SnO2-c,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,Ambient,0.16,False,1.06,21.19,0.76,17.02,Yvm6xUMWO7CgLGNR03oynvQdboq7
Cs0.05FA0.81MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,,PCBM-60 | BCP,PTAA,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.1,False,1.12,21.92,0.73,17.9,Yvn0vW1TUr636PrlOSGrDKiuypII
FA0.8MA0.2PbBr0.6I2.4,FA; MA,Pb,Br; I,,C60 | BCP,PEDOT:PSS,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.1,False,0.88,20.6,0.659,12.0,YwB4TcI3RGBWkOK6BTCcXU072KZd
Cs0.03FA0.945MA0.025PbBr0.075I2.925,Cs; FA; MA,Pb,Br; I,1.56,SnO2-np,Spiro-MeOTAD,Ag,Unknown,DMF; DMSO >> IPA,False,70.0 >> 150.0,Spin-coating >> Spin-coating,N2 >> Air,0.09,False,0.92,23.88,0.682,15.05,YwLt2tSwcdyIz3ltANXj357DFL4-
FAPbI3,FA,Pb,I,1.47,TiO2-c,Spiro-MeOTAD,Ag,Toluene,DMF; DMSO,False,170.0,Spin-coating,Unknown,0.1,False,1.06,19.69,0.68,14.2,YwPySojFHf-p5UytiOBYylSh2ZhM
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Au,Toluene,DMF; DMSO,False,100.0,Spin-coating,N2,1.0,False,1.143,16.3,0.635,11.83,YwdE6mP3hUm3JlII0gX5WI_sGIqO
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,SnO2-np,Spiro-MeOTAD,Au,Chloroform,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.1,21.54,0.65,15.63,YwqPXp3IP_Ah7KV2mmFp16QVd_DS
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF,False,100,Spin-coating,N2,0.09,False,1.07,23.4,0.72,18.0,Yx1nf8_KpoxHBi6ZnCWYoP7fOKiw
MAPbI3,MA,Pb,I,1.56,TiO2-c,Spiro-MeOTAD | TS-CuPc,MoO3 | Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,,,,16.01,YxBrm8XpVVkogT_Skdc_kNXNndzg
FA0.8MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-np,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,N2,0.049,False,,,,20.45,Yxhedk-G1W0L1k52gv4OpbBDSaZz
MAPbI3,MA,Pb,I,1.6,PCBM-60,CuOx,Ag,Antisolvent,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,0.98,18.52,0.7,12.7,YxiR83WDUEDva4od280_Sx0YGT0P
MAPbI3,MA,Pb,I,1.6,PCBM-60,NiO-c,Ag,Diethyl ether,DMF; DMSO,False,130.0,Spin-coating,Unknown,0.1,False,0.915,20.8,0.772,14.81,YxoLLghK1L_VKX3oc2gMbxQOG4eP
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,SnO2-c,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,120.0,Spin-coating,Unknown,0.16,False,0.8490000000000001,16.73,0.502,7.12,YxzeYlaD_jp_MKQKE81K9Z0vh7v1
MAPb0.9Sn0.1I3,MA,Pb; Sn,I,,PCBM-60 | C60 | BCP,PEDOT:PSS,Al,Unknown,DMF >> IPA,True,100.0 >> 100.0,Spin-coating >> Spin-coating,N2 >> N2,0.0314,True,,,,7.12,Yxzu0L4JPN7IKM-AK2U-i1nSHhbj
MABa0.01Pb0.99I3,MA,Ba; Pb,I,,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spin-coating,N2,0.09,False,0.98,19.5,0.68,13.1,Yy0Kcj8V9Vou87fAoaodTFOAf7n3
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,SnO2-c,Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO,False,85.0,Spin-coating,Unknown,0.1,False,1.11,22.67,0.775,19.42,Yy2KV_z29hr1V-Khs2T9Vw714W90
MAPbI3,MA,Pb,I,1.6,TiO2-c,CuGaO2,Au,Chlorobenzene,Unknown,False,25.0; 100.0,Spin-coating,N2 >> Air,0.09,False,1.07,21.35,0.74,16.9,Yy2Ss_1CG_wutJUtY-ZxC_QM6t5U
Cs0.05FA0.8075MA0.1425PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,,PCBM-60 | BCP,P1-2,Ag,Toluene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.01,19.3,0.6,12.0,Yy6sGEr2Sl_cEeDx2XDvGhJkMEi8
MAPbI3,MA,Pb,I,1.6,ZnO-np,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown,Spin-coating >> CBD,Unknown,0.1,False,0.02,0.48,0.9,8.59,Yy9pMo-6v1PYh8nTJR2xt8b1GS-_
CsPbBrI2,Cs,Pb,Br; I,1.91,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF; DMSO,False,350.0,Spin-coating,Unknown,0.07,False,1.1,14.9,0.718,11.8,YyH7hsopIzyDE7X7Fgt65vh9WdAj
CsPbBrI2,Cs,Pb,Br; I,,Mg0.2Zn0.8O-np,P3HT,Au,Hot air,DMSO,False,280.0,Spin-coating,Air,0.09,False,1.265,13.376,0.74,12.0,YyJqSivhCkNt6H4S0ohpS-l3vBl7
MAPbI3,MA,Pb,I,1.6,C60; Phlm | C60,TaTm | F6-TCNNQ; TaTm,Au,Unknown,none,False,Unknown,Co-evaporation,Vacuum,0.1,False,1.11,22.7,0.72,18.2,YyNmIxzPLcF_9Fbaw77ert_JXFol
MAPbI3,MA,Pb,I,1.6,SnO2-c,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.14,23.7,0.72,19.5,YySD1C3xFyfF50UksiJTEroEWV7o
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,DMF >> none,False,Unknown,Spin-coating >> Evaporation,Unknown,0.12,False,1.04,21.16,0.78,17.3,YyfPtIOvfrf647uQ0ppHk8jg_Jut
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF >> IPA,False,70.0 >> 100.0,Spin-coating >> Spin-coating,N2 >> N2,0.1,False,0.96,17.3,0.68,11.2,Yyjy-v4LtEubUE9O7RInz90U8nSp
Cs0.17FA0.83PbBr1.2I1.8,Cs; FA,Pb,Br; I,1.72,SnO2-c | C60,Spiro-MeOTAD,Au,Unknown,DMF,False,70; 175,Spin-coating,N2,0.0919,False,,,,,Yys4Tk_QfHyNgMoB5ubGTd-MpUQR
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 135.0,Spin-coating >> Spin-coating,Dry air >> Dry air,0.1,False,1.009,20.0,0.76,15.4,Yz36zbzcjK0zBdzy-8YLcF8C4gl4
CsPbBrI2 | CsPbBrI2,Cs | Cs,Pb | Pb,Br; I | Br; I,1.91,TiO2-c,PTAA,Au,Unknown,DMF; DMSO >> Octane >> IPA,False,300 >> Unknown,Spin-coating >> Spin-coating >> CBD,Unknown,0.09,False,1.216,14.96,0.78,14.18,Yz9PVl5q5-WXNzHL7PKjLfrDp1bs
MAPbI3,MA,Pb,I,1.6,none,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.1,False,1.051,15.7,0.7490000000000001,12.4,YzABmMVvhOchfJRXdJKmSUvgRriB
MAPbI3,MA,Pb,I,1.6,SnO2-np,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,130.0,Spin-coating,N2,0.1,False,1.05,22.4,0.725,17.17,YzDGv2u_IkKfxogrg3D2YzjUPPKK
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,BEDCE | Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.07,False,1.02,23.82,0.787,19.02,YzLbfUzuFfNNIMHG2nLVDtC9_8KQ
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,rGO-flakes | Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,50; 100,Spin-coating,N2,0.1,False,1.07,22.49,0.8059999999999999,19.34,YzW2Qn0LwMBLpJWR8jdtqjl1Fp97
Cs0.05FA0.81MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.049,False,1.151,22.1,0.765,19.5,YzlYr4akSrARWQdCM7XQvODakTJ9
