Formula,A_ion,B_ion,X_ion,Bandgap,ETL,HTL,Backcontact,Antisolvent,Solvent,Solv_annel,Anneal_temp,Dep_procedure,Synth_atm,Cell_area,Is_module,Voc,Jsc,FF,PCE,entry_id
MAPbI3,MA,Pb,I,1.6,TiO2-np,Spiro-MeOTAD,Au,Ar,DMF,True,100.0,Spin-coating,N2,0.16,False,0.962,20.6,0.67,13.2,yMj_Pv2wnOfptkqRM2FdOh9DY5tb
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,SnO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,Unknown,Spin-coating,N2,1.0,False,1.18,21.13,0.7,17.5,yMkS4Al5dklIRtu4rTC76866kH-v
(PEA)2MA29Pb30I91,(PEA); MA,Pb,I,,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.049,False,1.11,20.34,0.7240000000000001,16.34,yMsdubc4IpyX0nCCjboJQB_gIFXj
MAPbI3,MA,Pb,I,1.6,TiO2-c | PCBSD,HFB-OMeDPA,Au,Unknown,DMF >> IPA,False,110.0 >> 105.0,Spin-coating >> Spin-coating,N2 >> Air,0.08,False,1.09,19.9,0.7140000000000001,15.4,yMuuKJx0ascAC77IDJuUjgohBF2B
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,none >> IPA,False,100.0 >> 100.0,Evaporation >> Spin-coating,Unknown,0.1,False,1.05,23.29,0.66,16.1,yMw4gHvdGKEEFUS28vnWhdwly751
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,70.0 >> 70.0,Spin-coating >> CBD,Ambient >> Ambient,0.04,False,0.8809999999999999,15.1,0.715,9.51,yMz_GsCGJkYPKA1kbzz7bdcP8hLX
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60 | LiF,PEDOT:PSS | PEDOT:PSS,Al,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.02,22.98,0.77,17.3,yMzcZfFkp7YOH25vMENDTkmBPTZg
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,FT37,Au,Toluene,DMSO,False,100.0,Spin-coating,N2,0.04,False,0.953,21.5,0.6559999999999999,13.4,yN6u6tFb6Vdccr0UInw_IMXEtTjb
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,DMF >> IPA,False,70.0 >> 100.0,Spin-coating >> CBD,N2 >> N2,0.1,False,1.03,22.82,0.58,13.63,yNAAyHE6l6asci88Nhu9qNtXuAvt
Cs0.1FA0.9PbI3,Cs; FA,Pb,I,1.55,TiO2-c,Spiro-MeOTAD,Ag,Diethyl ether,DMF; DMSO,False,50.0; 150.0,Spin-coating,Air,0.125,False,1.07,23.4,0.759,19.0,yNCB6fm_zgpcJbk7Sub9jJNsJqpC
MAPbI3,MA,Pb,I,1.6,PCBM-60 | ZnO-np,NiO-np,Al,Toluene,DMF; GBL,False,70.0,Spin-coating,N2,0.06,False,,,,,yNE1yowQt6tslBBCuPhgtXGLdEyZ
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ag,Chlorobenzene,DMF; DMSO,False,95.0,Spin-coating,Unknown,0.09,False,1.06,20.67,0.75,16.43,yNQNj7FXXWX5rDzYO5NPUqmRPvn6
Cs0.05FA0.81MA0.14PbBr0.42I2.58,Cs; FA; MA,Pb,Br; I,1.61,TiO2-c | TiO2-mp,none,Carbon,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,N2,0.12,False,0.92,22.37,0.64,13.17,yNmBx0mm3J-22O7QjCEUcGIoNLcL
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,MoO3 | Ag,Unknown,DMF,False,105.0,Spin-coating,N2,0.04,False,0.88,22.38,0.606,11.88,yNzhXnCHYKEI2qs_LiHv30waUppn
MAPbI3,MA,Pb,I,1.6,ZrO2-np,Spiro-MeOTAD,Au,Unknown,Unknown,False,100.0,Spin-coating,Air,0.1,False,1.01,12.42,0.69,8.66,yO0vY3szfOeF59wIlvi4_tRwmFOp
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 70.0,Spin-coating >> CBD,N2 >> N2,0.1,False,1.0,18.9,0.705,13.3,yO9suil6Go28jGV6dqhSyrPcXGVi
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Metal,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.04,False,0.85,23.67,0.357,8.97,yOAxZbHvpHnueh76pTNHITrawfF5
CsPb0.6Sn0.4I3,Cs,Pb; Sn,I,1.38,PCBM-60 | BCP,NiO-c,Ag,Unknown,DMF; DMSO,False,60; 120,Spin-coating,N2,0.105,False,0.416,3.47,0.6409999999999999,12.51,yOUESHUjAc-R70qvQRm9fwRV8knW
MAPbI3,MA,Pb,I,1.59,PCBM-60,NiO-c,Au,Chlorobenzene,DMF,False,105,Spin-coating,N2,0.08,False,0.97,22.8,0.58,13.0,yOaQwbMM6EWGv63CDetfcYWc0z_6
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,100.0 >> 100.0,Spin-coating >> CBD,Air >> Air,0.06,False,0.947,20.8,0.64,12.6,yOju0hVs2lSNMYXE04vOzivyzRGD
CsPbBr3,Cs,Pb,Br,,SnO2-np,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,True,Unknown,Spin-coating,N2,0.108,False,1.26,10.33,0.753,9.81,yOr_RbZqxhJnhpKJkwgtwysyTOMq
MAPbBr1.2I1.8,MA,Pb,Br; I,1.77,TiO2-c,PTAA,Au,Unknown,DMF,False,100.0,Spin-coating,N2,0.13,False,1.05,12.1,0.71,9.0,yP-Aub8m3BX5Qg8Ke7pfRKMqmg8J
Cs0.05FA0.79MA0.16Pb0.75Sn0.25Br0.5I2.5,Cs; FA; MA,Pb; Sn,Br; I,1.34,PCBM-60 | C60 | BCP,PEDOT:PSS,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.0314,False,0.82,20.98,0.71,12.29,yPGjxIFz0P_-LZ3Mxs7K7hvjgeZw
MAPbI3,MA,Pb,I,1.6,PCBM-60,NiO-c,Ag,Unknown,DMF; DMSO >> IPA,False,Unknown >> 120,Spin-coating >> Spin-coating,N2 >> N2,0.09,False,1.03,21.11,0.78,17.0,yPLVGzWQWcMScWAEfAzSQhGNvZsv
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,BDT:TT,Au,Diethyl ether,DMF; DMSO,False,65; 100,Spin-coating,Air,0.1,False,0.86,23.68,0.64,13.33,yPgV2QrkR96gjgYNr9Q7XyeVb2SK
Cs0.05FA0.79MA0.16PbBr0.48I2.52,Cs; FA; MA,Pb,Br; I,,PCBM-60 | Bphen,NiO-c,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,0.99,19.2,0.748,14.2,yPkkbAG5LQnhoXrsPCYRCBd3YmVH
Cs0.15FA0.85PbI3,Cs; FA,Pb,I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,130.0,Spin-coating,Unknown,0.25,False,1.07,23.87,0.67,17.0,yPuPVNnqp2iTcQoeuFyGQKOOfH_w
Cs0.05FA0.79MA0.16PbBr0.48I2.52,Cs; FA; MA,Pb,Br; I,1.63,C60 | BCP,NiO-c,Cu,Ethyl acetate,DMF; DMSO,False,100,Spin-coating,Unknown,0.16,False,1.03,21.1,0.73,16.0,yQ2PuwoxfLBF-x9KEKA2KDbiBPYA
CsPbBrI2,Cs,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF; DMSO,False,150,Spin-coating,N2,0.07,False,1.07,13.2,0.58,8.19,yQ6exlg1lxJdZGghqB20CNAtfBYm
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp | ZrO2-mp,none,Carbon,Toluene,DMF; DMSO,False,100.0,Spin-coating,Ambient,0.1,False,1.0,21.6,0.61,13.4,yQDeNOJuk7vURVDoQP8Scz1LoNVi
MAPb0.75Sn0.25I3,MA,Pb; Sn,I,1.3,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF; DMSO >> IPA,False,Unknown >> 110.0,Spin-coating >> Spin-coating,N2 >> N2,0.09,False,0.736,23.5,0.79,13.7,yQKDLhCemp6DEFolHlC13FaR8VBf
Cs0.05FA0.81MA0.14PbBr0.43I2.57,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Anisole,DMF; DMSO,False,150.0,Spin-coating,Unknown,0.14,False,1.138,21.3,0.757,18.39,yQSARKZXrVcWpiP-z4k3lfF7DPkW
Cs0.175FA0.75MA0.075PbBr0.33I2.67,Cs; FA; MA,Pb,Br; I,,NiO-c,PCBM-60 | bis-C60,Ag,Toluene,DMF; DMSO,False,95.0,Spin-coating,Unknown,0.1,False,1.09,22.8,0.746,18.6,yQWZZIh8IMuuCGdSrxUqIhg5mRc0
FA0.8MA0.2PbBr0.6I2.4,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.09,22.7,0.77,19.1,yQXr6HOBrwvG04D7c3dGNnqPS-5d
MAPbI3,MA,Pb,I,1.6,PFN-2TNDI,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,70.0 >> 135.0,Spin-coating >> Spin-coating,Dry air >> Dry air,0.125,False,0.95,20.25,0.7,13.56,yQaFGlmTNL4XcUlecoYh4hQBVsSJ
MAPbI3,MA,Pb,I,1.6,SnO2-c | TiO2-mp,Spiro-MeOTAD,Au,Toluene,DMF; DMSO,False,130.0,Spin-coating,Air,0.07,False,1.01,22.85,0.696,16.06,yQkwLQKhwMWJgnwaesflRHPkG7C_
MAPbI3,MA,Pb,I,1.6,SnO2-c,Spiro-MeOTAD,MoO3 | Au,Chlorobenzene,DMF,False,100.0,Spin-coating,N2,0.05,False,1.02,17.26,0.6609999999999999,11.74,yQsi3MB2xLogpMxS-R-xzXpCDzdd
MAPbI3,MA,Pb,I,1.6,PCBM-60 | PDI-Br,NPB,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.06,False,1.09,23.92,0.742,19.33,yR-TWhMhqvaiUDUsUbZATFgps0zQ
Cs0.15FA0.85PbI3,Cs; FA,Pb,I,,C60 | BCP,Poly-TBD,Ag,Unknown,DMF; DMSO >> IPA,False,80.0 >> 140.0,Spin-coating >> Spin-coating,Air >> Air,0.1,False,1.0,23.36,0.6659999999999999,15.56,yR2dKEqYhrLmmv8muddP_a9x-0vX
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF,False,105.0,Spin-coating,Air,0.09,False,1.03,17.27,0.735,13.14,yR3AnoCdtdl5Z2p31nsLHfhmF2JY
MAPbBr0.87I2.13,MA,Pb,Br; I,1.71,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,DMF; DMSO >> IPA >> IPA,False,105.0 >> 105.0 >> Unknown,Spin-coating >> Spin-coating >> Spin-coating,Air >> Air >> Air,0.09,False,1.08,21.82,0.71,16.73,yR3K4XLV7GAlEA0mge-q2Kcy3Z0B
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,40; 100 >> 100,Spin-coating >> Spin-coating,N2 >> N2,0.1,False,0.86,17.78,0.57,8.71,yR4rj4M_xRtFQXugVrYkOkANLEvs
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMA >> IPA,False,Unknown >> 100.0,Spin-coating >> CBD,Unknown,0.06,False,1.02,21.1,0.63,13.6,yR8lfBfKFHKYFUbmB6ycU3zDICCE
MAPbI3,MA,Pb,I,1.58,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,Methylamine >> Methylamine,False,Unknown >> 50.0,Dropcasting >> Pneumatic pressure,Air >> Air,3.6,True,0.836,20.2,0.715,12.7,yRKtMCtSoprbHmwRzBwDifqr830u
MAPbI,MA,Pb,I,1.58,C60 | BCP,PEDOT:PSS,Cu,Ethyl acetate,DMF; DMSO,False,100,Spin-coating,N2,0.16,False,0.719,18.737,0.609,8.2,yRMRCTnTUEb8QyXFIV_2CMeP_JY5
Cs0.05FA0.81MA0.14PbBr0.43I2.57,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Ether,DMF; DMSO,False,150.0,Spin-coating,Unknown,0.14,False,1.098,20.16,0.7170000000000001,15.87,yROsiQtBLoaPz7rJixH2MlmAS-QU
MAPbI3,MA,Pb,I,1.6,ZnO-np,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,120.0 >> 120.0,Spin-coating >> Spin-coating,Unknown,0.12,False,0.92,11.81,0.6609999999999999,7.2,yRS5_p5nxx9js8754zR01_eqgrif
MAPbI3,MA,Pb,I,1.6,PCBM-60,Graphene oxide | PEDOT:PSS,Al,Chlorobenzene,DMF,False,100.0,Spin-coating,N2,0.1,False,0.92,16.62,0.76,11.61,yRYMjlYkBvhTWYwHoLqZ8bU11X5J
MAPbI3,MA,Pb,I,1.6,SnO2-np | PCBA-60,PTA,MoO3 | Ag,Toluene,DMF; NMP,False,100.0,Spin-coating,N2,0.08,False,1.055,21.8,0.762,17.5,yRbO_W149qvCYJub1g0EzLxk49GF
MAPbI3,MA,Pb,I,1.59,TiO2-c | TiO2-mp | ZrO2@TiO2-mp,none,Carbon,Unknown,GBL,False,50,Drop-infiltration,Air,0.13,False,0.948,19.91,0.73,13.8,yRrsWeGFYMhRabJoiYToxctuAPEd
MAPbI3,MA,Pb,I,1.59,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 100,Spin-coating >> CBD,Air >> Air,0.1,False,0.93,20.0,0.667,12.4,yS-zYDB9YN5EDOp7NvAauE8MviHz
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,POSS-NH2 | Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Ar,0.2,False,1.11,22.5,0.77,19.17,yS72jTB55rhucxRzTWzwN8OyhrYt
MAPbI3,MA,Pb,I,1.6,PCBM-60 | LiF,PEDOT:PSS,Al,Unknown,DMF,False,95.0,Spin-coating,N2,0.1842,False,0.95,20.42,0.716,13.14,ySGuxdENVo4U4-jTr6Z-Oe5gWjXI
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMSO,False,100,Spin-coating,Unknown,0.16,False,1.01,19.3,0.69,13.4,ySvyj7wxSARPQUCbcjtfKKbeCULK
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCB,TAPC,Ag,Toluene,DMF; NMP,False,105.0,Spin-coating,N2,0.1,False,1.054,22.34,0.746,17.57,ySysWg5K7KmDHpc4TnyyIte6NGu-
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60 | BCP,PTAA,Al,Unknown,DMF,False,100.0,Doctor blading,N2,0.1,False,0.9,18.0,0.75,12.2,yTB9STiqsQKkIzAQCDg-Fq9o1wf6
FA0.3MA0.7PbBr0.9I2.1,FA; MA,Pb,Br; I,,SnO2-np,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.09,False,1.11,22.99,0.77,20.11,yTDF7I12iLhHURoN4gQhDEbtu1kr
FA0.5MA0.5Pb0.5Sn0.5I3,FA; MA,Pb; Sn,I,1.23,PCBM-60 | BCP,PEDOT:PSS,,,,False,,,,,False,0.88,28.63,0.79,20.09,yTHor_jXEQH5FrqjhWWT9Fr3_V7s
Cs0.05FA0.79MA0.16PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,,TiO2-c,Al2O3 | CuPc(tBu)4,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Ar,0.09,False,1.06,20.9,0.61,13.5,yTKvtTPTEC4F4wV9W-DzcSvTYXQU
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,65; 100,Spin-coating,N2,0.1,False,0.8590000000000001,16.01,0.541,7.43,yTPaLPWRQv25nbLoEXuGr-o73Qyi
MAPbI3,MA,Pb,I,1.6,C60; Phlm,F6-TCNNQ; TaTm | TaTm,Ag,Unknown,none,False,Unknown,Co-evaporation,Vacuum,0.1,False,1.032,17.82,0.45,8.3,yTUg9POY_rbe_oUlibliWt7hflyp
FA0.85MA0.15Pb0.45I2.55,FA; MA,Pb,I,,ZnO-c,Spiro-MeOTAD,Au,Toluene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.144,19.45,0.614,13.67,yTazJccTIfRFhSGlFa8VTKhJip70
CsPbBrI2,Cs,Pb,Br; I,,SnO2-np,none,Carbon,Unknown,DMF; DMSO,False,Unknown,Spin-coating,N2,0.08,False,1.22,11.63,0.69,9.84,yTrwnCHxcx-2GctywHpg6vty2HcU
FAPbI3 | (PEA)2PbI4,FA | (PEA),Pb | Pb,I | I,1.48,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO; GBL >> IPA,False,150.0 >> Unknown,Spin-coating >> Spin-coating,N2 >> N2,0.09,False,1.1,23.39,0.747,20.21,yU3cA3YO3JnE9DIGyPmaWCIBDJSO
MABa0.1Pb0.9I3,MA,Ba; Pb,I,,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,Unknown,Spin-coating,N2,0.09,False,0.84,18.5,0.653,10.1,yU6EfMyr3G0az6WwzInxQp3J6Prk
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.1,False,1.02,20.81,0.7,15.05,yUD6as61w6nRZPX5HMZA3KX9pWa1
MAPbI3,MA,Pb,I,1.6,SnO2-c; SWCNTs,Spiro-MeOTAD,Au,Antisolvent,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.1,False,1.08,22.24,0.7340000000000001,17.25,yUGbC7iXirjsB3HOIM7cy3Qp21Hc
CsPbI3,Cs,Pb,I,1.73,TiO2-c,P3HT,MoO3 | Ag,Unknown,Octane >> Octane >> Octane >> Octane,False,Unknown,Spin-coating >> Spin-coating >> Spin-coating >> Spin-coating,Air >> Air >> Air >> Air,0.00725,False,1.21,10.3,0.71,9.3,yUJfsBsJD2hk1vQ0QlEKRe74q72C
MAPbI3,MA,Pb,I,1.6,ZnO-np,PTAA,Au,Unknown,DMF,False,100.0,Spin-coating,Air,0.096,False,1.1,18.7,0.76,15.6,yUsSo8PGrJGz3906_flR5aEPqgKE
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,70.0,Spin-coating,N2,0.1,False,1.1,17.85,0.73,14.31,yUsuyNuvz_R8AosL-gwhgCPhmU0S
Cs0.17FA0.83Pb0.6Sn0.4I3,Cs; FA,Pb; Sn,I,1.28,PCBM-60 | BCP,PTAA | PFN,Ag,Anisole >> N2,DMF; DMSO,False,120,Spin-coating,N2,0.0919,False,0.77,25.2,0.63,13.0,yV4ETafhknoucq95crpteY_jVchf
Cs0.17FA0.83PbBr0.51I2.49,Cs; FA,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Ag,Diethyl ether,DMF; DMSO,False,70.0,Spin-coating,Unknown,0.09,False,1.09,21.0,0.6629999999999999,15.2,yV9hFqsIeDAL_SyIwI3f47rMZTPX
MAPbI3,MA,Pb,I,,PCBM-60 | Bphen,V2O5,Ag,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.0725,False,0.94,19.36,0.65,11.71,yVJ9pZpx1PJPTX8xlORvmJjvhzBi
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF,False,100.0,Spin-coating,Unknown,0.15,False,0.903,17.2,0.72,11.11,yVJo09qtAqQ_b2idKxYnKPOfUWb7
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 70.0,Spin-coating >> CBD,Dry air >> Dry air,0.2505,False,1.07,22.7,0.63,15.3,yVXha36wsRj7XqCUVZwnqlcLmMIF
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,MoO3 | Al,Unknown,DMF >> IPA,False,70.0 >> 100.0,Spin-coating >> Spin-coating,Ar >> Ar,0.1,False,1.03,21.3,0.69,15.1,yVYPowo-CkF41OxwDTRmrqQ3Sceg
FA0.95MA0.05PbBr0.15I2.85,FA; MA,Pb,Br; I,1.53,SnO2-np,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 140.0,Spin-coating >> Spin-coating,N2 >> N2,0.1,False,1.077,24.0,0.779,19.1,yVfNUJjheboHYEIl2HlRdPpRO6xU
Cs0.05FA0.8075MA0.1425PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,,PCBM-60 | BCP,CL1-2,Ag,Toluene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,0.99,20.5,0.64,13.0,yVhgGjt84iRfLZxd0YQVsf1cNGrQ
MAPbI3,MA,Pb,I,1.6,TiO2-c | PCBA,Spiro-MeOTAD,Au,Toluene,DMF,False,100.0,Spin-coating,N2,0.04,False,1.03,20.69,0.621,13.4,yVk9WPDqbm57FxmwQAFUc1pHLt0M
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60 | BCP,MoO3 | PEDOT:PSS,Cu | Ag | MoO3,Unknown,DMSO >> IPA,False,70 >> 100,Spin-coating >> Spin-coating,N2 >> N2,0.1,True,0.98,15.32,0.628,9.43,yVlLOYtnyGdGFGPeIxjNpzTYmMKG
FAPbI3,FA,Pb,I,1.59,PCBM-60,Spiro-MeOTAD,Au,Unknown,none,False,Unknown,Vacuum flash evaporation,Vacuum,0.1,False,1.08,17.19,0.6759999999999999,12.55,yVq1pNj_vrozN_4lKNNhkXnVC7tN
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMSO; GBL,False,100.0,Spin-coating,N2,0.09,False,1.1,22.42,0.76,18.69,yVwrCOiNSoJ_kPH_b8SoJhuiVikL
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,Polystyrene | C60 | BCP,PTAA,Cu,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,N2,0.06,False,,,,20.4,yW1ST9O3V_z4B0vHHZI71u_h-9_Y
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,105.0,Spin-coating,Dry air,0.09,False,1.07,21.67,0.774,18.0,yW56k5ZiXsD17rxTKHK4Y2zXayvZ
MAPbI3,MA,Pb,I,1.61,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 70.0,Spin-coating >> Spin-coating,Dry air >> Dry air,0.22,False,0.888,6.6,0.7,14.0,yW5hyBlZOu3_OWkrrB0W34wRxiSo
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,CuSCN,rGO | Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Dry air,0.16,False,1.112,23.24,0.782,20.2,yW7EFGk8Arm-_N_aIy_qTG6uSILT
MAPbI3,MA,Pb,I,1.6,none,Spiro-MeOTAD,Au,Chlorobenzene,Unknown,False,100.0,Spin-coating,N2,0.06,False,0.937,20.2,0.67,12.6,yWCKhxoCcYWVsanseXrWsohwYuFA
CsPbBrI2,Cs,Pb,Br; I,1.89,SnO2-np,Spiro-MeOTAD,MoO3 | Ag,Unknown,DMSO,False,38.0; 160.0,Spin-coating,N2,0.06,False,1.155,13.96,0.659,10.62,yWNEQR_0UR-CbMt0TsaiNbwUPxgG
MAPbI3,MA,Pb,I,1.6,TiO2-c | SiO2-np; TiO2-mp,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1009999999999999,False,1.033,20.38,0.743,15.64,yWNVJVnLlzbUO1zieKhBmVnhIwTY
MAPb0.75Sn0.25I3,MA,Pb; Sn,I,1.24,PCBM-60 | C60 | BCP,PEDOT:PSS,Al,Unknown,DMF >> IPA,False,Unknown >> 100.0,Spin-coating >> Spin-coating,N2 >> N2,0.0314,True,,,,8.83,yWRwPYYeE9x3ep_mgrGtSliSO50z
MAPbI3,MA,Pb,I,1.6,none,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,True,25; 60; 100,Spin-coating,Unknown,0.105,False,1.111,22.46,0.742,18.51,yWSZ3BS3MelBB2QAsLBeGDSltFmU
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.09,False,1.07,20.17,0.61,13.13,yWTkvKzqAjZoFlf6PqVj0O9Ubt6o
MAPbBr0.4I2.6,MA,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF >> none,False,110.0 >> 120.0,Spin-coating >> Gas reaction,N2 >> MAI; Vacuum,0.16,False,1.05,22.5,0.74,17.5,yWa4pUNLCsxcDrjlOWZlr_-avnyV
CsPbBr0.15I2.85,Cs,Pb,Br; I,1.7,TiO2-c,PTAA,Au,Unknown,DMF; DMSO,False,Unknown,Spin-coating,N2,0.09,False,1.135,19.75,0.7659999999999999,16.83,yWasmoTRaHdtpEr22l9imsrJdkvo
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-nw | CdS,Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO,False,110,Spin-coating,Unknown,0.09,False,1.05,22.36,0.75,17.71,yWm8x7D2urFnPCHMbRz74tX7FySe
MAPb0.5Sn0.5I3,MA,Pb; Sn,I,,PCBM-60 | Phen-NaDPO,PEDOT:PSS,Ag,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.04,False,0.66,23.3,0.6709999999999999,10.3,yWnYmFCAOZ7yF45IDg7Iqjd9NEc4
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 100.0,Spin-coating >> Spin-coating,N2 >> N2,0.059,False,0.97,19.33,0.6629999999999999,12.87,yWq0Ezuo-vZZ3AjPxOse_jm8aVK6
Cs0.05FA0.79MA0.16PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,Unknown,0.1,False,1.1,21.84,0.72,17.25,yWuamP4xblHf2QFR1NlYKWKgzhmc
Cs0.05FA0.83MA0.17PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Au,Ethyl acetate,DMF; DMSO,False,100,Spin-coating,N2,0.105,False,1.19,21.42,0.76,19.23,yXBuk2qC1JS3IVm1GvgaKSFCGh4-
